0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	2700.000000	3941.650391	2665.335449
17.650999	0.000000	2700.000000	3944.400879	2661.824951
51.111099	0.000000	2700.000000	3951.995117	2653.317383
84.571198	0.000000	2700.000000	3965.589844	2645.065430
102.222198	0.000000	2700.000000	3974.088135	2640.801025
0.000000	17.267300	2700.000000	3976.726318	2685.127930
17.650999	17.267300	2700.000000	3979.324219	2680.871094
51.111099	17.267300	2700.000000	3988.498047	2672.379883
84.571198	17.267300	2700.000000	4002.014160	2663.738770
102.222198	17.267300	2700.000000	4010.025391	2659.278320
0.000000	50.000000	2700.000000	4049.781982	2722.697510
17.650999	50.000000	2700.000000	4052.757568	2717.713623
51.111099	50.000000	2700.000000	4062.595459	2708.414795
84.571198	50.000000	2700.000000	4074.756592	2698.774414
102.222198	50.000000	2700.000000	4081.721680	2694.349854
0.000000	82.732697	2700.000000	4109.462891	2745.054688
17.650999	82.732697	2700.000000	4112.091309	2739.518066
51.111099	82.732697	2700.000000	4119.969238	2729.162598
84.571198	82.732697	2700.000000	4128.309082	2718.719482
102.222198	82.732697	2700.000000	4132.155273	2713.703857
0.000000	100.000000	2700.000000	4138.188965	2752.658691
17.650999	100.000000	2700.000000	4139.949219	2746.888184
51.111099	100.000000	2700.000000	4144.967773	2735.670166
84.571198	100.000000	2700.000000	4150.145996	2724.824463
102.222198	100.000000	2700.000000	4151.865723	2719.600830
102.222198	0.000000	2700.000000	3974.088135	2640.801025
119.873299	0.000000	2700.000000	3983.091309	2636.625488
153.333298	0.000000	2700.000000	3996.023926	2629.309814
186.793396	0.000000	2700.000000	4004.127686	2623.886719
204.444397	0.000000	2700.000000	4005.255371	2620.985352
102.222198	17.267300	2700.000000	4010.025391	2659.278320
119.873299	17.267300	2700.000000	4018.117188	2654.850098
153.333298	17.267300	2700.000000	4030.544922	2648.333496
186.793396	17.267300	2700.000000	4035.953857	2642.115723
204.444397	17.267300	2700.000000	4036.986084	2639.482178
102.222198	50.000000	2700.000000	4081.721680	2694.349854
119.873299	50.000000	2700.000000	4088.719482	2690.209473
153.333298	50.000000	2700.000000	4096.252441	2683.052979
186.793396	50.000000	2700.000000	4096.898438	2676.754883
204.444397	50.000000	2700.000000	4094.474365	2673.059082
102.222198	82.732697	2700.000000	4132.155273	2713.703857
119.873299	82.732697	2700.000000	4135.442383	2708.989746
